"","GEOID","SFHA","Flood.Factor"
"2769","12115002008",0,0.007619048
"2770","12115002009",0,0.065830721
"2771","12115002010",0.052836879,0.080496454
"2772","12115002100",0.247635934,0.363179669
"2773","12115002201",0.330876934,0.616801769
"2774","12115002202",0.880114567,0.929623568
"2775","12115002203",0.704652997,0.832807571
"2776","12115002302",0.048859935,0.08577633
"2777","12115002303",0.043905257,0.176198729
"2778","12115002304",0.769230769,0.884615385
"2779","12115002305",0.913934426,0.961065574
"2780","12115002401",0.100362757,0.23095526
"2781","12115002402",0.10780065,0.265438787
"2782","12115002504",0.000668896,0.012040134
"2783","12115002505",0.118795769,0.177379984
"2784","12115002507",0.145899555,0.237444374
"2785","12115002508",0.412447257,0.631329114
"2786","12115002509",0.470486711,0.468070418
"2787","12115002510",0.064794816,0.24262059
"2788","12115002511",0.038613081,0.126871552
"2789","12115002601",0.858774662,0.887850467
"2790","12115002602",0.209455745,0.506322155
"2791","12115002603",0.711469534,0.834229391
"2792","12115002604",0.356440766,0.633212623
"2793","12115002605",0.72543618,0.92194674
"2794","12115002710",0.002685285,0.999462943
"2795","12115002711",0.0242055,0.383500741
"2796","12115002712",0.038760903,0.133257715
"2797","12115002713",0.079456665,0.113715591
"2798","12115002714",0.380770566,0.42450538
"2799","12115002715",0.078772379,0.107672634
"2800","12115002716",0.01882796,0.435161214
"2801","12115002718",0.123854289,0.376380729
"2802","12115002719",0.124668435,0.907365844
"2803","12115002720",0.004875406,0.054712893
"2804","12115002721",0.060375444,0.960172501
"2805","12115002722",0.032242246,0.168076499
"2806","12115002723",0.378990731,0.999485067
"2807","12115002724",0.964129908,0.999515269
"2808","12119910100",0.05176565,0.088282504
"2809","12119910402",0.187650361,0.161186848
"2810","12119910601",0.210973451,0.162123894
"2811","12119910602",0.219664268,0.123741007
"2812","12119910700",0.182102478,0.164541737
"2813","12119910800",0.002214489,0.071812717
"2814","12119911500",0.208352043,0.138751684
"2815","12119911701",0.005297601,0.048301652
"2816","12119911702",0.002498216,0.026409707
"2817","12121970100",0.176033934,0.132025451
"2818","12121970200",0.205525432,0.16395559
"2819","12121970301",0.320020747,0.292012448
"2820","12121970302",0.210184622,0.242645567
"2821","12121970400",0.113801453,0.203389831
"2822","12121970500",0.036872219,0.14224412
"2823","12121970600",0.182316238,0.225384264
"2824","12123950100",0.38894869,0.301758163
"2825","12123950200",0.431551187,0.375449532
"2826","12123950300",0.127261576,0.23551058
"2827","12123950400",0.535324456,0.608372316
"2828","12125960100",0.122406639,0.119294606
"2829","12125960200",0.101885424,0.073604061
"2830","12125960300",0.0906819,0.083184577
"2831","12127090102",0.220563847,0.099502488
"2832","12129010100",0.625493927,0.638957998
"2833","12129010201",0.145950413,0.370743802
"2834","12129010202",0.44183908,0.728582375
"2835","12129010203",0.081599421,0.378143658
"2836","12131950101",0.04542054,0.100566421
"2837","12131950102",0.090792429,0.108758422
"2838","12131950200",0.042827809,0.045174538
"2839","12131950301",0.079698329,0.034855279
"2840","12131950302",0.050073277,0.072056668
"2841","12131950400",0.151283831,0.131158917
"2842","12131950501",0.242406194,0.205280921
"2843","12131950502",0.204014478,0.24136229
"2844","12131950601",0.254950781,0.358830342
"2845","12131950602",0.081401167,0.127606339
"2846","12131950603",0.247759857,0.361175115
"2847","12133970104",0,0
"2848","12133970303",0,1
"2849","22001960100",0.137742925,0.187180361
"2850","22001960200",0.107625605,0.205304769
"2851","22001960300",0.188375927,0.133553174
"2852","22001960400",0.232854495,0.223586654
"2853","22001960500",0.109845609,0.288534548
"2854","22001960600",0.087891362,0.14183327
"2855","22001960700",0.395252838,0.152734778
"2856","22001960800",0.497221035,0.191534844
"2857","22001960900",0.552755905,0.149606299
"2858","22001961000",0.516156463,0.578656463
"2859","22001961100",0.876701672,0.41151303
"2860","22001961200",0.443521595,0.367109635
"2861","22003950100",0,0.178732432
"2862","22003950200",0,0.167342212
"2863","22003950300",0,0.164748954
"2864","22003950400",0,0.206000619
"2865","22003950500",0,0.25186792
"2866","22005030101",0.713132795,0.390070922
"2867","22005030102",0.378850574,0.982528736
"2868","22005030103",0.839299315,0.92345773
"2869","22005030203",0.237507712,0.145794777
"2870","22005030204",0.097667639,0.148271554
"2871","22005030205",0.111339735,0.452903521
"2872","22005030206",0.10637808,0.669352982
"2873","22005030300",0.2543946,0.46913233
"2874","22005030401",0.454254894,0.998801438
"2875","22005030402",0.245391356,0.999697794
"2876","22005030500",0.862851953,0.985694823
"2877","22005030600",0.655517109,0.99538639
"2878","22005030900",0.228847245,0.226575809
"2879","22005031000",0.019407198,0.188073394
"2880","22007050100",0.192327365,0.225063939
"2881","22007050200",0.716441371,0.526563974
"2882","22007050300",0.071202531,0.133438819
"2883","22007050400",0.16031941,0.208845209
"2884","22007050500",0.178571428,0.324285714
"2885","22007050600",0.554123712,0.697938144
"2886","22009030100",0.671553425,0.174513674
"2887","22009030600",0.051282051,0.091133766
"2888","22009030900",0.277611941,0.19641791
"2889","22011960100",0.137417219,0.176206244
"2890","22011960200",0.048648648,0.088648649
"2891","22011960300",0.012970168,0.050583658
"2892","22011960400",0.044455301,0.056668295
"2893","22011960500",0.033947623,0.072744908
"2894","22011960600",0.269552012,0.290053151
"2895","22011960700",0.087239819,0.147511312
"2896","22019000100",0.133388566,0.195526098
"2897","22019000200",0.099824099,0.234388742
"2898","22019000300",0.224232887,0.119590873
"2899","22019000400",0.10175146,0.1676397
"2900","22019000500",0.163439194,0.235218177
"2901","22019000600",0.474954045,0.414292279
"2902","22019000700",0.211510791,0.34352518
"2903","22019000800",0,0.107232617
"2904","22019000900",0,0.222304284
"2905","22019001000",0.141949153,0.233898305
"2906","22019001100",0.006636039,0.159264931
"2907","22019001201",0.001797753,0.290337079
"2908","22019001202",0.001519757,0.106382979
"2909","22019001300",0.176572134,0.142540074
"2910","22019001400",0.171831956,0.203856749
"2911","22019001500",0.64503386,0.340857788
"2912","22019001600",0.176227972,0.595050619
"2913","22019001700",0.28410449,0.454157418
"2914","22019001801",0.568218535,0.806285798
"2915","22019001901",0.100719425,0.246720271
"2916","22019001903",0.027235588,0.291874716
"2917","22019001904",0.070957735,0.147731679
"2918","22019002000",0.420292683,0.511609756
"2919","22019002100",0.243529412,0.298039216
"2920","22019002201",0.246466431,0.256360424
"2921","22019002203",0.100608779,0.198333867
"2922","22019002204",0.106853353,0.194546794
"2923","22019002300",0.227984116,0.32235459
"2924","22019002400",0.145357086,0.174838405
"2925","22019002500",0.163658611,0.187825023
"2926","22019002600",0.150429076,0.15345785
"2927","22019002700",0.223981444,0.412464704
"2928","22019002800",0.043325114,0.332159211
"2929","22019002900",0.111714976,0.2602657
"2930","22019003000",0.314192205,0.398095805
"2931","22019003101",0.076724878,0.209275694
"2932","22019003102",0.02435813,0.215273206
"2933","22019003200",0.623308806,0.742463803
"2934","22019003300",0.263680325,0.539832018
"2935","22019003400",0.676171419,0.88010672
"2936","22019003500",0.133507001,0.625203517
"2937","22019003600",0.302317205,0.437267379
"2938","22019980000",0.384615385,0.442307692
"2939","22019980100",0.36,0.96
"2940","22023970100",0.905677868,0.972653534
"2941","22023970201",0.957817773,0.933070866
"2942","22023990000",0,0
"2943","22029000500",0.343714927,0.285353535
"2944","22033000100",0.407990315,0.025423729
"2945","22033000200",0.109929078,0.038120567
"2946","22033000300",0.072924188,0.0433213
"2947","22033000400",0.722865412,0.271345876
"2948","22033000500",0,0.127126806
"2949","22033000601",0.41522763,0.139717425
"2950","22033000602",0.118406889,0.209364909
"2951","22033000701",0.483516484,0.241758242
"2952","22033000702",0.306574924,0.112385321
"2953","22033000900",0,0.04256135
"2954","22033001000",0.098962194,0.113046701
"2955","22033001102",0.020533881,0.201232033
"2956","22033001103",0.006862745,0.048039216
"2957","22033001104",0,0.141651032
"2958","22033001600",0.029017857,0.197321429
"2959","22033001700",0.041581459,0.103271984
"2960","22033001800",0,0.08997955
"2961","22033001900",0.001470588,0.075
"2962","22033002000",0.044174489,0.099944782
"2963","22033002200",0,0.062903226
"2964","22033002300",0.103292447,0.117495158
"2965","22033002400",0.478613569,0.313421829
"2966","22033002500",0.490134995,0.417964694
"2967","22033002601",0.006342495,0.077167019
"2968","22033002602",0.198647946,0.07124285
"2969","22033002700",0.308474576,0.224858757
"2970","22033002801",0.96,0.655
"2971","22033002802",0.310344828,0.192118227
"2972","22033003000",0.004863813,0.064688716
"2973","22033003101",0.002097169,0.14819993
"2974","22033003103",0.008302583,0.011070111
"2975","22033003201",0.041848844,0.08244847
"2976","22033003202",0.49255441,0.217067583
"2977","22033003300",0.017679901,0.035359801
"2978","22033003400",0.114625446,0.050178359
"2979","22033003501",0.358359133,0.122291022
"2980","22033003504",0.026649746,0.094331641
"2981","22033003505",0.214779006,0.083563536
"2982","22033003506",0.014054814,0.151089248
"2983","22033003507",0.131894484,0.175059952
"2984","22033003601",0.581395349,0.130642955
"2985","22033003603",0.238679245,0.106603774
"2986","22033003604",0.4852845,0.106605625
"2987","22033003701",0.117037606,0.091327705
"2988","22033003702",0.282324059,0.090016367
"2989","22033003703",0.321815154,0.087010824
"2990","22033003801",0.308132875,0.158075601
"2991","22033003802",0.074794639,0.109814094
"2992","22033003804",0.326024786,0.156339371
"2993","22033003805",0.282254863,0.126240572
"2994","22033003904",0.216123499,0.117781589
"2995","22033003906",0.00234192,0.035714286
"2996","22033003907",0.178202479,0.100206612
"2997","22033003908",0.171966256,0.045425049
"2998","22033003909",0.015614834,0.052049447
"2999","22033003910",0.005479452,0.052054795
"3000","22033004005",0.146059021,0.081807994
"3001","22033004006",0.050519225,0.058658434
"3002","22033004009",0.268678161,0.141044061
"3003","22033004010",0.004137931,0.062068966
"3004","22033004011",0.480769231,0.249369483
"3005","22033004013",0.227951153,0.145183175
"3006","22033004014",0.16246216,0.214598049
"3007","22033004015",0.206437292,0.229374769
"3008","22033004016",0.148318043,0.150065531
"3009","22033004201",0.111787734,0.318834276
"3010","22033004203",0.021465236,0.15025665
"3011","22033004204",0.39085773,0.290190036
"3012","22033004205",0.116444867,0.081273764
"3013","22033004301",0.699194547,0.218091698
"3014","22033004302",0.46716698,0.157973734
"3015","22033004401",0.267564156,0.090870846
"3016","22033004402",0.24455376,0.185172171
"3017","22033004403",0.544419134,0.086180714
"3018","22033004503",0.621187139,0.164880462
"3019","22033004504",0.467163484,0.101071262
"3020","22033004505",0.343801652,0.049586777
"3021","22033004507",0.022394881,0.03976234
"3022","22033004508",0.047257105,0.029742234
"3023","22033004509",0.469475187,0.093895037
"3024","22033004510",0.495210727,0.121168582
"3025","22033004602",0.196053867,0.201064829
"3026","22033004603",0.090805036,0.124380008
"3027","22033004604",0.135125575,0.114609126
"3028","22033004700",0.310701956,0.178941312
"3029","22033004800",0.327165686,0.176619008
"3030","22033004900",0.043251694,0.087024492
"3031","22033005000",0.077188146,0.114403859
"3032","22033005100",0.000481232,0.089027911
"3033","22033005200",0.053543307,0.179527559
"3034","22033005300",0,0.14305899
"3035","22033980000",0.033333333,0
"3036","22037951300",0.062313432,0.13358209
"3037","22037951400",0.018645731,0.078017664
"3038","22037951501",0.055232558,0.125
"3039","22037951502",0.057766819,0.103909827
"3040","22037951600",0.092863821,0.140542225
"3041","22039950100",0.217065334,0.174223492
"3042","22039950200",0.216763006,0.197254335
"3043","22039950300",0.351018974,0.175685172
"3044","22039950400",0.215697674,0.195930233
"3045","22039950500",0.08,0.304444444
"3046","22039950600",0.136283186,0.125663717
"3047","22039950700",0.02608242,0.148148148
"3048","22039950800",0.116465863,0.180321285
"3049","22045030100",0.115950389,0.659936545
"3050","22045030200",0.121431808,0.157000453
"3051","22045030301",0.161434978,0.433055734
"3052","22045030302",0.620045856,0.787422208
"3053","22045030400",0.623188406,0.932279315
"3054","22045030500",0,0.185614849
"3055","22045030600",0.114072148,0.162820929
"3056","22045030700",0.053629469,0.088840737
"3057","22045030800",0,0.18065153
"3058","22045030900",0,0.438395415
"3059","22045031000",0,0.59602649
"3060","22045031100",0.13584213,0.609912804
"3061","22045031200",0.010606954,0.962875663
"3062","22045031300",0.513549682,0.93844095
"3063","22045031600",0.100936525,0.930280957
"3064","22047952600",0.180262408,0.183685111
"3065","22047952700",0.21712116,0.137038315
"3066","22047952900",0.319967598,0.18509518
"3067","22047953000",0.331319235,0.291037261
"3068","22047953101",0.000374532,0.164419476
"3069","22047953102",0.004874086,0.078797725
"3070","22047953200",0.135850695,0.258246528
"3071","22051020101",0.78314746,0.994423792
"3072","22051020102",0.43248731,1
"3073","22051020201",0.714375788,1
"3074","22051020202",0.817567568,1
"3075","22051020203",0.481915934,1
"3076","22051020301",0.368343195,1
"3077","22051020302",0.654618474,1
"3078","22051020303",0.838896021,1
"3079","22051020400",0.275889328,1
"3080","22051020506",0.434782609,1
"3081","22051020507",0.275967413,1
"3082","22051020511",0.082901554,1
"3083","22051020514",0.23537234,1
"3084","22051020517",0.082995951,1
"3085","22051020600",0.786585366,1
"3086","22051021000",0.009560229,1
"3087","22051021100",0.727272727,1
"3088","22051021200",0.717391304,1
"3089","22051021300",0.815916955,1
"3090","22051021400",0.892592593,1
"3091","22051021500",0.926605505,1
"3092","22051021600",0.961074561,1
"3093","22051021700",0.913139087,1
"3094","22051021801",0.561423651,1
"3095","22051021803",0.938388626,1
"3096","22051021804",0.842578711,1
"3097","22051021900",0.884353741,1
"3098","22051022001",0.945247934,1
"3099","22051022002",0.90625,1
"3100","22051022101",0.118032787,1
"3101","22051022102",0.790322581,1
"3102","22051022200",0.238833747,1
"3103","22051022301",0.815174239,1
"3104","22051022302",0.416176471,1
"3105","22051022303",0.798264642,1
"3106","22051022400",0.12027833,1
"3107","22051022500",0.008214677,1
"3108","22051022600",0.282265552,1
"3109","22051022700",0.137931034,1
"3110","22051022800",0.269822485,1
"3111","22051022900",0.107568027,1
"3112","22051023001",0.932968536,1
"3113","22051023002",0.698935631,1
"3114","22051023003",0.834324554,1
"3115","22051023100",0.124415341,1
"3116","22051023200",0.407980456,1
"3117","22051023300",0.947780679,1
"3118","22051023400",0.990225564,1
"3119","22051023500",0.863376623,1
"3120","22051023600",0.410589411,1
"3121","22051023700",0.798496241,1
"3122","22051023800",0.101694915,1
"3123","22051023901",0.581296493,1
"3124","22051023902",0.61147086,1
"3125","22051023903",0.272540984,1
"3126","22051023904",0,1
"3127","22051024001",1,1
"3128","22051024002",0,1
"3129","22051024100",0,1
"3130","22051024201",0.010976948,0.998902305
"3131","22051024202",0.394291755,1
"3132","22051024300",0.163486005,1
"3133","22051024400",0.249825052,1
"3134","22051024500",0.00295421,0.995568685
"3135","22051024600",0.044761905,1
"3136","22051024700",0.144475921,1
"3137","22051024800",0.518958429,1
"3138","22051024900",0.193832599,1
"3139","22051025001",0.338998622,1
"3140","22051025002",0.904237288,1
"3141","22051025003",0.369037657,1
"3142","22051025102",0.594857143,1
"3143","22051025103",0.308203991,1
"3144","22051025104",0.563428571,1
"3145","22051025201",0.37431694,1
"3146","22051025202",0.074708705,1
"3147","22051025400",0.91025641,1
"3148","22051025600",0,1
"3149","22051025800",0,1
"3150","22051026000",0.013532764,1
"3151","22051026100",0.23065764,1
"3152","22051026200",0.619389587,0.998204668
"3153","22051026300",0.316414687,0.998920086
"3154","22051026400",0.058577406,1
"3155","22051026500",0.491486947,1
"3156","22051026600",0.161629435,0.997371879
"3157","22051026700",0.319261214,1
"3158","22051026800",0.146588037,1
"3159","22051026900",0.005961252,0.997764531
"3160","22051027000",0.116946779,1
"3161","22051027100",0,1
"3162","22051027200",0,1
"3163","22051027501",0.163969223,0.997612099
"3164","22051027502",0.204984424,1
"3165","22051027601",0.433093525,0.999640288
"3166","22051027602",0.137048193,0.999246988
"3167","22051027701",0.708951867,1
"3168","22051027703",0.117357695,1
"3169","22051027803",0.760292617,1
"3170","22051027804",0.218915614,1
"3171","22051027805",0.467391304,1
"3172","22051027806",0.234693878,1
"3173","22051027807",0.077017717,1
"3174","22051027809",0.03231663,1
"3175","22051027810",0.067723343,1
"3176","22051027811",0.076497696,1
"3177","22051027812",0.108247423,1
"3178","22051027901",0.997300944,0.993252362
"3179","22051027902",0.974917492,0.978217822
"3180","22051028000",0.319901316,0.999588816
"3181","22051028200",0.323242188,0.999674479
"3182","22053000100",0,0.225629792
"3183","22053000200",0,0.366632338
"3184","22053000300",0,0.243868255
"3185","22053000400",0,0.634953464
"3186","22053000500",0,0.051654965
"3187","22053000600",0,0.1217828
"3188","22053000700",0,0.039777983
"3189","22055000100",0.056728232,0.224274406
"3190","22055000200",0.045542014,0.288646568
"3191","22055000500",0.013677812,0.037993921
"3192","22055000602",0.213592233,0.081445523
"3193","22055000603",0.472745293,0.538156591
"3194","22055000604",0.26344378,0.298750679
"3195","22055000700",0.417104276,0.485371343
"3196","22055000800",0.023270055,0.126148194
"3197","22055000900",0.875776398,0.074534161
"3198","22055001001",0.219990658,0.233535731
"3199","22055001002",0.084448161,0.122073579
"3200","22055001003",0.462742981,0.310475162
"3201","22055001100",0.107089552,0.094402985
"3202","22055001200",0.120965309,0.206334842
"3203","22055001300",0.150916784,0.131170663
"3204","22055001401",0.041247485,0.117454728
"3205","22055001402",0.275021949,0.25834065
"3206","22055001403",0.13091922,0.118384401
"3207","22055001404",0.291813277,0.201970443
"3208","22055001405",0.076734193,0.173419276
"3209","22055001406",0.317339149,0.251908397
"3210","22055001407",0.048419367,0.138055222
"3211","22055001409",0.136053231,0.146559272
"3212","22055001410",0.172731211,0.249620966
"3213","22055001411",0.211463308,0.171515415
"3214","22055001500",0.097247706,0.090825688
"3215","22055001600",0.037907506,0.113722517
"3216","22055001700",0.016393443,0.152878384
"3217","22055001801",0.155251142,0.326484018
"3218","22055001802",0.300338983,0.194576271
"3219","22055001901",0.364180479,0.41252302
"3220","22055001902",0.346691176,0.262132353
"3221","22055001903",0.158215962,0.202816901
"3222","22055001904",0.817962628,0.567811935
"3223","22055001905",0.30027174,0.208899457
"3224","22055002001",0.775997018,0.275437943
"3225","22055002002",0.593306657,0.322299018
"3226","22055002101",0.063681976,0.222693941
"3227","22055002102",0.082044673,0.134450172
"3228","22055002103",0.129115006,0.207781103
"3229","22055002104",0.384111871,0.363879798
"3230","22055002200",0.052211302,0.142506143
"3231","22055980000",0,0
"3232","22057020100",0.012016021,0.180907877
"3233","22057020202",0.133292003,0.283942963
"3234","22057020400",0.052295918,0.095663265
"3235","22057020500",0.053435114,0.803322856
"3236","22057020600",0.006443299,0.149484536
"3237","22057020702",0.082378223,0.732091691
"3238","22057020703",0.004336513,0.899392888
"3239","22057020704",0.280652681,0.943123543
"3240","22057020800",0.261394102,0.964477212
"3241","22057020900",0.254545455,0.87030303
"3242","22057021000",0.285714285,0.975954738
"3243","22057021100",0.927107062,0.966970387
"3244","22057021200",0.890888639,0.987251594
"3245","22057021300",0.992625369,0.985988201
"3246","22057021400",0.729070256,0.998317207
"3247","22057021500",0.708427219,0.998197386
"3248","22057021601",0.239783857,0.93144208
"3249","22057021602",0.666278392,0.986022132
"3250","22057021700",0.382646691,0.998127341
"3251","22057021800",0.308681671,0.91318328
"3252","22057021901",0.444697834,0.901938426
"3253","22057021902",0.233879222,0.655578301
"3254","22057022000",0.05479452,0.231354642
"3255","22063040100",0.344512195,0.25087108
"3256","22063040201",0.56023222,0.328374456
"3257","22063040202",0.422913117,0.192504259
"3258","22063040301",0.389568429,0.135010385
"3259","22063040303",0.396547073,0.257890477
"3260","22063040304",0.666236003,0.334625323
"3261","22063040401",0.619712991,0.442220544
"3262","22063040402",0.622325043,0.401388086
"3263","22063040500",0.549248417,0.396756329
"3264","22063040600",0.45045045,0.143871144
"3265","22063040700",0.905660377,0.120020964
"3266","22063040802",0.521546961,0.587292818
"3267","22063040804",0.320641282,0.28170627
"3268","22063040805",0.67982018,0.206793207
"3269","22063040806",0.735849057,0.279181324
"3270","22063040901",0.332202623,0.444369064
"3271","22063040902",0.611843482,0.812303829
"3272","22069000900",0.406081413,0.179009318
"3273","22071000100",0.018442623,0.980532787
"3274","22071000200",0.016556291,0.995033113
"3275","22071000300",0.375172414,1
"3276","22071000400",0.057116954,0.990933817
"3277","22071000601",0.435736677,1
"3278","22071000602",0.360352423,1
"3279","22071000603",0.57537155,1
"3280","22071000604",0.122047244,1
"3281","22071000605",0.070404172,1
"3282","22071000606",0.071859903,1
"3283","22071000607",0.001928021,0.998714653
"3284","22071000611",0.141653502,1
"3285","22071000612",0.810035842,0.998370805
"3286","22071000613",0.692528736,1
"3287","22071000615",0.536661466,1
"3288","22071000616",0.169061708,1
"3289","22071000617",0.823394495,1
"3290","22071000618",0.664748201,1
"3291","22071000701",0.229848364,1
"3292","22071000702",0.159713945,0.99761621
"3293","22071000800",0.042675894,1
"3294","22071000901",0.223628692,1
"3295","22071000902",0.44852459,1
"3296","22071000903",0.009482759,1
"3297","22071000904",0.008505468,1
"3298","22071001100",0.04109589,0.996838778
"3299","22071001200",0.044032445,0.99188876
"3300","22071001301",0.006217617,1
"3301","22071001302",0,1
"3302","22071001401",0.606358819,1
"3303","22071001402",0,1
"3304","22071001500",0.182810368,1
"3305","22071001600",0.588235294,1
"3306","22071001701",0.512867647,0.999080882
"3307","22071001702",0.023291925,1
"3308","22071001720",0.168390805,1
"3309","22071001722",0.288965221,1
"3310","22071001723",0.075508228,1
"3311","22071001724",0.032181169,1
"3312","22071001725",0.065770524,0.999039846
"3313","22071001730",0.04887218,0.996240602
"3314","22071001734",0.945797329,0.96700707
"3315","22071001735",0.010158014,0.996613995
"3316","22071001736",0.028915663,1
"3317","22071001737",0.087815587,1
"3318","22071001739",0.011058452,0.996840442
"3319","22071001740",0.006998445,0.99844479
"3320","22071001741",0.022346369,0.998137803
"3321","22071001743",0.016908213,0.995169082
"3322","22071001744",0.004261364,1
"3323","22071001745",0.018914474,1
"3324","22071001746",0.002175095,1
"3325","22071001747",0.121606949,0.996742671
"3326","22071001748",0.009506833,1
"3327","22071001749",0.008403361,1
"3328","22071001750",0.004559271,1
"3329","22071001751",0.245754245,0.992007992
"3330","22071001800",0.058208955,1
"3331","22071001900",0,1
"3332","22071002000",0,1
"3333","22071002100",0.282149712,1
"3334","22071002200",0.62541806,1
"3335","22071002300",0.611071682,1
"3336","22071002401",0.157824934,1
"3337","22071002402",0.046272494,1
"3338","22071002501",0.703344121,1
"3339","22071002502",0.802987862,1
"3340","22071002503",0,1
"3341","22071002504",0,1
"3342","22071002600",0.151618399,1
"3343","22071002700",0,1
"3344","22071002800",0.001574803,1
"3345","22071002900",0,1
"3346","22071003000",0.065705128,1
"3347","22071003100",0.011744966,1
"3348","22071003301",0.927678571,1
"3349","22071003302",0.350713842,1
"3350","22071003303",0.760186263,0.998835856
"3351","22071003304",0.130726257,1
"3352","22071003307",0.02698145,1
"3353","22071003308",0,1
"3354","22071003400",0,1
"3355","22071003500",0,1
"3356","22071003600",0,1
"3357","22071003701",0.040601504,1
"3358","22071003702",0,1
"3359","22071003800",0.001792115,1
"3360","22071003900",0.017211704,1
"3361","22071004000",0.011142061,1
"3362","22071004100",0.007380074,1
"3363","22071004401",0.466487936,1
"3364","22071004402",0.207920792,1
"3365","22071004500",0.425821065,1
"3366","22071004600",0.045209903,1
"3367","22071004800",0,1
"3368","22071004900",0.189309577,1
"3369","22071005000",0.380177515,1
"3370","22071005400",0.007751938,1
"3371","22071005500",0.020997375,1
"3372","22071005601",0.812068966,1
"3373","22071005602",0.699765442,1
"3374","22071005603",0.221590909,1
"3375","22071005604",0.19382716,1
"3376","22071006000",0.565891473,1
"3377","22071006300",0.929947461,1
"3378","22071006400",0.49765808,1
"3379","22071006500",0.472190692,1
"3380","22071006900",0.365714286,1
"3381","22071007000",0.677484787,1
"3382","22071007101",0.703030303,1
"3383","22071007200",0.32239819,1
"3384","22071007501",0.391673747,1
"3385","22071007502",0.242753623,1
"3386","22071007604",0.010243278,0.99871959
"3387","22071007605",0.41020794,1
"3388","22071007606",0.296597257,0.986795328
"3389","22071007700",0.008960573,0.976702509
"3390","22071007800",0,1
"3391","22071008200",0,1
"3392","22071008300",0.002604167,1
"3393","22071008400",0,1
"3394","22071008500",0,1
"3395","22071008600",0.56,1
"3396","22071008800",0,1
"3397","22071009000",0.001626016,1
"3398","22071009100",0,1
"3399","22071009200",0,1
"3400","22071009400",0.953964194,1
"3401","22071009600",0,1
"3402","22071009700",0,1
"3403","22071009900",0.02020202,1
"3404","22071010000",0.014925373,1
"3405","22071010100",0.068791946,1
"3406","22071010200",0.834512023,1
"3407","22071010300",0.996551724,1
"3408","22071010600",0,1
"3409","22071010700",0.017857143,1
"3410","22071010800",0.229126214,1
"3411","22071010900",0.001084599,1
"3412","22071011100",0.464233577,1
"3413","22071011200",0.989669421,1
"3414","22071011400",0,1
"3415","22071011500",0.001876173,1
"3416","22071011600",0.24952741,1
"3417","22071011700",0.060228453,1
"3418","22071011900",0.630630631,1
"3419","22071012000",0.004158004,1
"3420","22071012101",0.082491582,1
"3421","22071012102",0.007228916,1
"3422","22071012200",0.552070263,1
"3423","22071012300",0.985465116,1
"3424","22071012400",0.183890578,1
"3425","22071012500",0,1
"3426","22071012600",0,1
"3427","22071012700",0.00130719,1
"3428","22071012800",0.044977511,1
"3429","22071012900",0,1
"3430","22071013000",0,1
"3431","22071013100",0,1
"3432","22071013200",0.056866953,1
"3433","22071013301",0.001346801,1
"3434","22071013302",0.013679891,0.998632011
"3435","22071013400",0.019792648,0.993402451
"3436","22071013500",0.005892256,0.999158249
"3437","22071013600",0.0625,1
"3438","22071013700",0.466816648,1
"3439","22071013800",0.153448276,1
"3440","22071013900",0.022181146,1
"3441","22071014000",0.172757475,1
"3442","22071014100",0.007281553,1
"3443","22071014200",0,1
"3444","22071014300",0.358247423,1
"3445","22071014400",0.001636661,0.990180033
"3446","22071014500",0.692307692,1
"3447","22071980000",0.035714286,1
"3448","22071980100",0.970013038,0.578878748
"3449","22075050100",0.17575578,0.805572021
"3450","22075050200",0.349743882,0.993170176
"3451","22075050300",0.015662651,0.997590361
"3452","22075050400",0.526708074,0.858385093
"3453","22075050500",0.336028751,0.994609164
"3454","22075050600",0.494672755,0.837138508
"3455","22075050700",0.193548387,0.986175115
"3456","22075050800",0.391707921,0.858910891
"3457","22075990000",0.093023256,0
"3458","22077951900",0.263335377,0.170754139
"3459","22077952000",0.387272727,0.285
"3460","22077952100",0.11684177,0.132760267
"3461","22077952200",0.28824416,0.156744537
"3462","22077952300",0.048525214,0.058991437
"3463","22077952400",0.218866644,0.144893112
"3464","22079010600",0.044033767,0.158110883
"3465","22079013300",0.29695095,0.260273973
"3466","22079013500",0.047400331,0.153591769
"3467","22079013600",0.032849503,0.160809778
"3468","22085000600",0.047551253,0.147209567
"3469","22085000700",0.067372807,0.096544539
"3470","22087030103",0.047799337,0.999053478
"3471","22087030104",0.172377985,0.994807892
"3472","22087030105",0.971024735,0.918021201
"3473","22087030203",0.027531083,0.998223801
"3474","22087030204",0.143347312,0.92642013
"3475","22087030206",0.101956746,1
"3476","22087030207",0.160049628,1
"3477","22087030208",0.037911746,1
"3478","22087030209",0.084615385,1
"3479","22087030300",0.149939541,0.99758162
"3480","22087030400",0.206857143,0.998857143
"3481","22087030500",0.400712378,1
"3482","22087030601",0.717299578,1
"3483","22087030602",0.45,1
"3484","22087030603",0.164203612,1
"3485","22087030700",0.216409037,1
"3486","22087030800",0.370957901,1
"3487","22087990000",0.5,0
"3488","22089060100",0.003064351,0.995914198
"3489","22089062100",0.109403255,0.990657022
"3490","22089062200",0.009060023,0.969422424
"3491","22089062301",0.015273653,1
"3492","22089062302",0.002931323,0.989530988
"3493","22089062400",0.759240018,0.975805255
"3494","22089062500",0.41554854,0.998421468
"3495","22089062700",0.049762008,0.787970576
"3496","22089062800",0.435349148,0.997661209
"3497","22089062900",0.125631769,0.930685921
"3498","22089063000",0.177664975,0.980964467
